rainfall_1h,rainfall_24h,wind_speed,road_condition_score,traffic_level,incident_count,incident_severity,route_health_score,elevation,slope,historical_disruptions,distance_to_incident,disruption
0.41,5.26,21.9,60.0,1,0,0,48.1,1689.8,4.5,4,999.0,0
3.47,34.44,14.3,20.0,1,1,1,8.1,573.0,37.3,2,7.9,1
3.98,33.75,3.5,38.1,2,0,0,25.1,783.7,24.2,1,999.0,0
6.16,49.61,0.39,35.6,2,1,2,5.0,1296.7,8.6,3,15.6,1
2.54,35.35,12.08,38.8,2,0,0,23.6,721.0,26.4,2,999.0,0
0.61,54.5,7.43,80.4,3,1,1,28.5,1592.2,29.5,2,19.6,0
1.5,24.06,9.93,41.0,1,1,3,5.3,2411.8,17.5,5,29.2,1
2.03,11.97,14.0,34.4,3,0,0,27.3,1982.8,33.0,3,999.0,1
4.67,34.86,15.4,57.8,2,0,0,37.1,1782.7,7.4,2,999.0,0
3.81,70.65,6.45,84.9,3,0,0,36.8,1577.7,12.0,1,999.0,0
1.98,18.93,8.07,38.1,3,1,1,16.6,1345.5,5.4,2,38.4,1
19.38,123.16,11.19,25.9,2,0,0,5.0,607.1,9.6,1,999.0,1
4.19,29.99,11.67,46.7,2,1,2,6.5,2342.0,10.6,5,34.6,0
1.22,21.63,9.87,76.1,3,1,1,36.6,758.9,35.0,4,10.1,0
0.48,19.51,20.44,61.3,4,3,2,5.0,373.7,4.8,1,37.4,1
0.75,10.41,11.59,81.3,2,1,3,27.6,1987.5,17.4,1,41.6,1
1.27,4.31,13.87,92.0,1,1,2,35.0,580.3,21.2,3,28.8,0
0.79,53.31,10.42,79.4,4,0,0,48.1,1061.1,34.4,3,999.0,0
0.93,7.73,4.04,65.3,2,3,4,5.0,219.3,37.9,5,40.3,1
1.51,26.92,5.45,57.0,3,1,4,5.0,485.8,29.1,1,35.8,1
0.86,24.47,3.38,23.0,2,0,0,30.6,574.3,36.9,0,999.0,0
10.22,55.69,16.47,93.8,1,2,2,7.3,283.3,30.3,0,2.1,1
0.38,7.71,2.4,48.8,3,0,0,47.6,1758.8,36.7,4,999.0,0
3.35,28.84,7.84,31.4,3,2,1,5.0,2200.7,27.5,0,6.6,1
2.38,29.5,6.7,70.0,2,2,3,5.0,1064.6,4.9,1,10.4,0
18.17,133.95,6.58,41.3,2,0,0,5.0,2292.7,16.5,1,999.0,1
0.53,47.17,6.99,63.9,3,1,4,5.0,672.7,25.3,3,12.3,1
2.28,14.33,22.78,64.0,3,0,0,45.0,947.2,14.6,4,999.0,0
15.7,72.98,1.58,53.4,1,0,0,28.0,519.3,11.8,4,999.0,1
9.03,96.02,18.91,82.7,3,0,0,36.4,1670.4,22.8,2,999.0,0
7.64,69.27,7.41,39.9,3,1,3,5.0,1178.7,35.6,3,29.7,1
1.34,42.07,14.78,53.6,3,0,0,35.5,1652.5,3.3,2,999.0,0
0.84,8.61,9.15,60.3,3,0,0,48.4,2016.1,29.7,2,999.0,1
4.97,47.11,3.67,69.8,2,1,1,24.6,1487.0,28.0,3,27.1,0
11.93,63.44,20.01,78.8,3,0,0,38.9,1687.7,36.7,2,999.0,1
3.66,36.53,18.16,49.6,3,0,0,21.7,2441.4,35.5,3,999.0,0
3.81,19.49,3.9,68.5,1,0,0,44.2,882.7,29.4,1,999.0,0
1.48,6.49,12.67,31.3,2,0,0,26.4,1030.0,20.7,1,999.0,0
6.6,56.91,5.64,89.9,2,0,0,42.4,1908.4,9.4,1,999.0,1
0.93,11.79,2.49,48.7,3,0,0,43.3,1647.7,21.6,5,999.0,0
1.76,15.13,4.84,74.7,2,3,4,5.0,587.4,29.6,4,28.3,0
2.49,59.89,19.3,21.5,3,1,2,5.0,1071.6,34.2,1,22.8,1
3.19,29.96,15.0,35.4,4,0,0,28.6,1296.2,30.4,2,999.0,1
1.25,32.49,7.05,56.5,3,0,0,29.2,1177.5,9.0,4,999.0,1
0.55,6.3,19.36,85.9,4,0,0,44.1,586.8,23.6,0,999.0,0
4.24,45.03,17.32,59.5,5,1,3,5.0,2414.9,14.0,3,16.5,1
1.53,65.91,4.85,89.7,1,0,0,39.5,2017.7,2.3,4,999.0,1
3.92,17.05,22.24,56.3,3,0,0,35.3,1329.3,9.2,5,999.0,0
0.75,3.73,6.65,56.8,2,2,4,5.0,1816.1,6.1,2,8.5,0
2.95,28.95,7.31,29.0,4,0,0,20.7,2348.3,32.3,1,999.0,1
3.42,21.21,1.62,80.2,2,0,0,48.8,483.6,11.3,3,999.0,0
0.24,21.42,5.56,38.5,5,2,1,5.0,763.4,12.2,1,7.3,0
1.85,49.46,7.88,87.5,3,1,4,9.5,1479.6,36.6,4,2.0,1
0.65,10.6,10.61,88.3,3,0,0,64.6,2107.6,15.6,1,999.0,0
0.29,6.47,3.68,90.7,1,1,2,29.7,238.8,2.3,2,44.1,0
20.71,91.63,5.02,59.0,2,0,0,23.5,2560.8,12.2,2,999.0,1
1.75,32.92,22.53,70.8,3,1,4,6.2,1264.5,6.3,2,27.0,1
7.47,36.29,16.62,78.4,1,0,0,47.9,1030.1,5.7,5,999.0,1
1.32,19.48,18.52,29.8,4,2,2,5.0,867.2,4.8,3,20.3,0
5.15,33.53,8.34,65.1,1,3,4,5.0,577.2,23.4,2,44.3,1
6.43,44.33,10.81,22.6,3,3,1,5.0,2089.4,8.8,3,13.7,0
4.07,34.24,12.85,57.3,2,2,3,5.0,2490.8,15.0,4,11.2,1
2.87,41.69,22.33,31.6,3,1,2,5.0,1163.4,33.0,3,28.9,1
2.39,13.0,2.45,33.7,3,0,0,30.1,2483.4,17.3,1,999.0,0
1.93,13.46,5.98,47.4,2,0,0,39.7,2168.3,35.0,0,999.0,1
11.94,110.4,10.18,52.4,1,1,2,5.0,1328.6,19.9,7,14.1,1
7.99,79.51,9.18,66.7,1,2,1,5.0,1801.4,16.4,2,28.0,1
15.09,90.22,4.97,25.6,3,0,0,6.4,1215.7,29.0,4,999.0,1
0.6,7.24,12.15,57.8,3,2,3,5.0,1518.9,4.6,0,2.8,1
5.91,33.52,6.15,33.7,3,2,1,5.0,292.2,5.2,1,41.1,0
12.54,85.96,8.74,63.0,3,3,2,5.0,1855.8,25.5,2,39.8,0
0.9,6.98,11.81,67.8,2,2,2,12.4,279.4,19.5,1,43.7,0
0.31,2.86,6.36,61.8,2,0,0,48.0,2151.9,30.5,1,999.0,1
6.08,38.27,14.23,75.4,1,0,0,43.9,2171.1,35.0,0,999.0,1
3.84,46.6,15.87,45.2,2,0,0,28.4,730.8,16.0,1,999.0,1
8.3,42.75,5.11,77.4,5,0,0,32.9,943.0,23.5,0,999.0,0
0.68,20.79,6.12,52.5,4,1,4,5.0,1329.2,20.0,2,8.9,1
7.14,39.85,4.13,56.3,2,2,1,5.0,1611.8,37.3,3,13.4,1
1.01,51.68,8.61,68.6,3,2,1,11.8,854.0,31.9,2,40.1,1
0.8,30.02,10.6,21.4,4,1,1,5.0,1601.6,34.8,8,8.2,0
0.81,29.29,6.8,69.0,2,0,0,41.3,879.6,11.2,2,999.0,0
7.58,70.01,10.41,66.4,1,0,0,33.4,286.0,29.8,0,999.0,1
4.92,69.06,6.0,43.2,1,0,0,20.9,156.2,11.6,5,999.0,1
3.33,31.84,6.14,26.4,3,0,0,16.7,397.8,9.5,2,999.0,1
2.0,16.12,10.96,26.8,5,1,2,5.0,2091.0,36.0,1,12.5,1
9.44,80.68,6.44,89.2,3,0,0,34.3,2505.5,2.7,2,999.0,0
2.24,30.13,8.3,71.7,1,0,0,34.5,1196.1,36.8,2,999.0,0
7.63,74.47,11.21,29.5,2,0,0,7.5,1406.1,7.4,3,999.0,1
2.6,25.34,10.31,46.8,3,1,1,14.5,509.8,31.5,3,9.3,0
2.13,8.27,6.06,64.4,4,0,0,45.9,1500.0,11.9,1,999.0,0
2.8,16.16,16.87,82.7,3,0,0,44.9,504.4,14.6,2,999.0,1
1.61,45.57,2.33,23.3,3,0,0,22.6,1647.5,9.8,3,999.0,0
6.2,56.07,0.28,37.7,1,3,2,5.0,2436.5,23.1,3,20.8,1
3.14,32.15,12.48,86.7,4,0,0,49.6,629.5,14.5,2,999.0,1
1.19,12.95,10.18,20.7,3,1,4,5.0,2023.2,25.7,3,5.9,0
10.34,64.67,3.7,35.1,2,1,3,5.0,207.6,2.6,3,36.2,1
2.18,45.19,9.33,91.9,3,1,2,26.1,1070.0,4.3,1,35.4,0
3.53,29.66,5.48,66.0,2,3,1,5.0,421.3,5.6,3,1.5,0
10.66,72.71,11.91,39.6,1,0,0,11.5,1013.6,17.1,0,999.0,1
4.4,31.86,0.38,25.0,2,0,0,24.6,575.2,31.3,1,999.0,1
0.56,16.85,7.24,22.1,2,0,0,32.4,1064.6,34.0,4,999.0,1
12.65,56.18,5.87,38.4,2,1,3,5.0,1172.9,10.8,2,33.3,1
4.45,44.97,14.26,86.1,2,0,0,49.9,886.4,22.7,3,999.0,1
1.84,20.62,1.68,51.2,3,0,0,34.2,1758.7,29.7,4,999.0,0
0.67,14.16,8.94,74.0,2,1,1,23.1,2401.2,12.4,1,20.8,0
7.11,70.22,12.39,88.9,2,1,3,16.4,1131.5,16.7,3,8.7,1
4.35,68.36,24.84,50.6,1,0,0,32.5,621.2,20.9,0,999.0,0
3.43,18.51,6.13,34.3,3,1,2,13.6,813.3,6.9,1,23.7,0
10.09,88.52,10.72,58.8,2,1,2,5.0,2242.3,2.9,1,2.9,0
6.99,53.64,1.79,88.1,2,0,0,37.8,1550.5,7.5,3,999.0,1
0.74,11.46,8.63,80.3,4,0,0,47.4,1264.8,24.6,2,999.0,0
1.68,8.82,17.62,24.9,3,1,2,5.0,516.6,4.7,1,37.4,0
1.29,14.63,24.98,71.9,4,1,4,11.4,1251.8,8.8,1,12.6,1
6.13,40.63,11.38,62.9,2,0,0,44.1,832.3,14.2,2,999.0,1
0.15,1.77,2.32,88.1,1,0,0,58.4,2460.7,4.8,4,999.0,0
3.8,32.68,19.35,29.2,3,1,1,6.8,2316.0,8.9,3,41.4,0
6.47,64.65,2.34,60.1,2,3,2,5.0,355.6,34.8,6,35.1,1
9.42,47.0,3.41,86.0,2,1,1,24.6,1415.8,2.7,2,36.7,0
1.88,30.49,20.35,50.8,1,0,0,43.9,701.4,25.5,3,999.0,0
7.75,32.17,8.21,56.1,4,0,0,45.6,1156.4,15.8,3,999.0,0
0.53,17.62,5.64,25.3,1,2,3,5.0,2298.3,26.2,5,30.6,1
8.43,64.88,13.47,40.9,4,0,0,16.0,1442.4,23.2,0,999.0,1
0.61,5.29,9.67,44.3,4,4,4,5.0,968.8,10.0,1,44.3,1
2.28,15.36,16.67,90.9,2,3,2,6.6,659.3,32.5,2,24.6,1
7.18,33.37,9.97,41.2,3,0,0,22.7,2110.8,19.7,2,999.0,0
0.73,8.71,10.12,54.6,3,3,2,5.0,1680.1,31.6,2,30.9,1
1.17,21.4,16.3,70.3,4,0,0,51.3,1296.8,16.6,2,999.0,0
5.76,61.7,8.14,32.2,2,2,4,5.0,682.8,37.4,6,8.4,1
5.73,67.43,4.42,56.5,3,0,0,18.9,968.9,29.7,6,999.0,1
4.61,50.58,13.95,75.4,2,0,0,32.6,2501.6,36.8,2,999.0,0
5.33,22.7,7.06,85.0,4,1,2,28.0,1424.2,20.5,0,8.1,0
3.52,29.81,10.49,67.0,2,1,2,14.7,1131.7,19.1,3,1.5,0
1.31,12.47,1.43,70.2,2,0,0,46.1,1427.5,29.2,1,999.0,1
1.91,14.65,7.91,29.5,3,1,2,10.0,2058.5,33.7,5,39.0,0
0.9,14.16,5.93,90.9,4,0,0,60.3,983.3,36.7,2,999.0,0
10.76,48.12,1.38,29.9,3,0,0,25.9,587.8,13.7,3,999.0,1
3.94,32.78,8.08,78.1,2,0,0,40.4,1583.1,30.8,2,999.0,1
2.31,19.19,8.27,39.9,2,0,0,30.5,1779.8,9.6,2,999.0,0
2.79,40.91,10.99,90.0,5,0,0,52.0,1896.2,21.6,1,999.0,0
13.24,111.39,17.44,74.0,3,0,0,22.1,2310.9,8.5,4,999.0,1
0.75,10.63,15.75,76.5,4,0,0,58.9,1059.4,14.5,1,999.0,0
3.97,51.83,6.24,36.4,1,0,0,22.9,334.6,35.5,1,999.0,1
3.17,65.0,9.81,53.2,2,0,0,33.7,2498.0,7.3,1,999.0,0
4.25,21.58,12.02,66.3,3,3,3,5.0,1215.8,24.8,3,29.1,1
0.08,7.12,6.37,77.7,4,0,0,58.2,1677.0,23.3,3,999.0,0
9.26,68.73,2.54,27.8,1,3,1,5.0,1782.4,6.3,6,23.1,1
12.1,136.7,7.5,92.2,4,1,3,5.0,1489.0,13.7,2,6.3,1
3.75,43.88,17.89,86.8,3,1,2,26.4,652.9,22.3,2,39.3,0
5.37,19.26,2.43,40.3,2,1,1,22.4,2000.1,8.7,4,16.4,0
11.51,58.25,4.07,81.7,2,2,3,5.0,2119.2,30.8,0,28.4,0
5.53,35.91,4.79,58.9,2,0,0,35.3,1504.8,37.0,4,999.0,1
0.74,13.65,4.1,54.6,3,1,2,23.4,1347.0,9.7,2,9.7,1
3.86,32.33,13.5,43.6,1,1,1,5.0,429.1,8.7,6,44.6,0
4.2,47.2,5.46,63.6,2,1,3,5.0,355.7,18.4,1,34.0,1
2.48,27.78,13.73,74.7,4,2,4,5.0,981.9,28.9,4,43.3,1
6.0,68.08,8.93,50.8,1,0,0,22.5,911.6,12.1,7,999.0,0
12.26,93.69,1.92,67.2,2,1,4,5.0,2486.5,2.7,3,7.8,1
11.69,101.17,6.47,72.4,2,1,4,5.0,2069.9,21.5,2,22.9,1
2.7,17.65,16.04,73.3,3,0,0,50.6,1766.8,36.4,2,999.0,1
0.54,17.09,9.61,23.9,3,0,0,21.6,1418.2,16.1,3,999.0,1
18.85,62.34,6.83,84.5,2,1,4,6.2,560.1,17.1,2,33.1,1
8.22,44.02,18.02,54.4,3,2,1,6.2,2547.2,36.9,2,16.6,0
0.6,7.48,3.75,39.7,3,0,0,41.7,1068.8,27.0,4,999.0,0
11.41,59.95,5.61,38.1,1,2,2,5.0,412.0,27.9,7,15.3,1
9.18,55.88,15.12,56.2,2,0,0,29.8,1359.8,22.3,2,999.0,0
3.29,18.52,13.33,86.5,2,0,0,54.7,2291.3,37.1,1,999.0,0
4.03,21.78,3.49,48.4,2,0,0,27.6,2323.9,26.8,4,999.0,0
2.29,17.21,11.76,76.2,3,0,0,46.5,176.9,34.2,3,999.0,1
0.25,19.82,5.39,27.3,3,0,0,25.4,2321.4,27.2,6,999.0,0
1.84,31.38,1.31,55.7,2,0,0,40.9,815.1,28.5,3,999.0,1
7.31,67.97,6.93,94.4,2,1,3,9.0,245.5,12.5,1,41.8,1
0.02,2.76,25.94,77.8,2,1,2,34.2,2227.1,12.9,1,30.9,1
1.83,15.34,16.21,35.8,3,0,0,31.5,2266.5,30.2,2,999.0,1
2.29,7.74,8.39,57.6,2,0,0,42.7,1610.8,12.7,5,999.0,1
3.47,20.39,2.29,37.5,3,0,0,32.0,1557.4,22.3,1,999.0,0
11.36,82.07,1.36,50.7,2,1,3,5.0,2142.1,11.0,2,44.8,1
1.91,16.88,8.95,78.5,3,0,0,48.1,2076.5,31.4,1,999.0,0
1.92,21.72,11.27,77.8,4,0,0,40.0,2330.8,6.0,3,999.0,1
6.02,27.45,13.6,37.1,2,3,3,5.0,1504.2,31.9,1,3.3,1
2.71,20.76,12.64,89.2,2,2,2,15.5,2520.7,23.7,1,42.9,1
1.14,15.55,13.32,64.4,5,0,0,41.8,2590.6,8.7,4,999.0,0
2.71,29.83,10.4,48.5,2,0,0,35.0,435.5,21.5,0,999.0,0
0.68,7.86,17.78,57.6,3,0,0,46.9,2231.4,12.2,3,999.0,0
0.87,7.76,5.93,65.4,1,2,4,5.0,1374.6,13.6,2,14.7,0
3.1,26.2,8.86,62.0,3,1,2,21.0,1099.5,14.7,1,21.1,0
2.44,15.6,1.92,56.5,1,0,0,43.6,1652.0,4.3,2,999.0,0
11.08,43.3,5.83,57.9,5,1,2,7.6,287.1,37.5,3,16.4,1
2.03,55.84,15.94,33.2,3,0,0,15.9,1390.8,3.1,4,999.0,1
3.91,30.5,13.05,81.0,3,0,0,48.8,2283.7,25.8,3,999.0,0
4.5,31.36,0.86,60.6,3,0,0,40.7,673.0,15.4,5,999.0,1
0.06,8.49,27.11,29.8,3,0,0,37.9,1194.7,25.3,1,999.0,0
4.9,36.86,9.63,77.5,2,0,0,49.8,2451.7,14.8,2,999.0,0
0.88,16.63,9.75,89.9,4,0,0,52.8,1200.0,26.3,2,999.0,1
14.61,70.09,5.56,91.0,5,0,0,39.4,1028.0,28.3,2,999.0,1
0.72,23.45,6.5,47.7,2,0,0,37.8,1229.3,26.9,4,999.0,1
2.41,18.76,9.55,30.2,4,1,4,5.0,1422.7,6.1,2,41.2,0
0.4,11.74,12.59,58.9,3,0,0,47.7,1698.4,25.6,1,999.0,1
25.96,177.7,10.72,28.4,3,0,0,5.0,2111.7,12.1,6,999.0,1
3.14,48.61,5.89,90.0,2,1,2,15.7,1257.7,3.0,2,34.0,0
4.07,28.85,4.37,33.8,2,1,1,5.0,2152.8,16.9,2,29.7,1
0.31,13.06,4.14,39.0,1,2,2,5.0,1457.6,17.6,3,34.7,1
6.24,35.67,16.71,50.5,2,0,0,33.7,979.3,18.8,1,999.0,1
1.06,18.02,15.49,48.7,3,0,0,31.0,1762.0,27.4,2,999.0,1
10.27,81.28,11.86,79.6,2,1,3,5.0,1908.4,13.1,1,2.5,1
1.03,13.66,16.63,54.2,2,1,3,13.5,1517.2,13.4,3,10.9,1
0.95,8.35,7.95,32.8,5,0,0,26.5,288.7,4.2,2,999.0,0
0.17,18.56,14.67,40.0,2,2,3,5.0,566.2,26.7,4,20.5,0
2.87,18.01,12.26,58.2,2,0,0,38.9,849.0,22.4,6,999.0,0
3.74,30.88,14.92,31.1,1,4,3,5.0,842.4,14.6,2,25.4,1
0.31,35.66,3.81,65.9,1,2,2,5.0,1799.9,27.4,0,2.5,1
6.72,25.69,0.71,62.4,3,1,4,5.0,195.0,21.3,1,18.6,1
2.72,25.75,10.3,73.6,3,3,4,5.0,2001.4,18.9,2,19.0,0
3.34,31.67,6.76,90.3,3,1,1,32.7,800.1,20.4,2,43.5,1
2.62,14.13,1.07,88.4,1,0,0,53.6,909.6,24.9,4,999.0,0
2.3,31.12,18.36,91.0,3,0,0,50.5,1443.4,25.8,3,999.0,0
3.69,26.66,15.51,38.4,2,0,0,30.9,679.0,12.4,0,999.0,0
0.76,12.69,10.9,29.9,2,0,0,28.8,2317.0,7.1,1,999.0,0
0.9,16.22,4.59,42.7,1,1,1,16.0,359.2,7.6,3,28.8,1
8.91,48.9,1.84,87.1,1,0,0,36.0,1238.7,25.0,3,999.0,0
13.14,78.64,1.05,92.9,2,0,0,40.2,2231.1,33.4,2,999.0,0
2.1,18.65,5.8,84.4,1,1,4,16.0,1658.8,16.7,1,33.1,1
1.42,8.1,13.44,28.3,5,2,4,5.0,866.2,8.1,1,33.5,0
4.65,37.98,6.81,91.1,2,0,0,44.9,1180.9,29.2,0,999.0,1
2.36,28.98,11.96,51.8,1,0,0,25.6,1881.4,32.0,3,999.0,1
0.12,27.99,12.34,20.7,2,0,0,24.0,2534.5,33.7,3,999.0,0
0.76,31.46,13.32,53.2,3,1,4,5.0,2338.2,23.8,1,42.8,0
5.66,51.56,1.53,23.5,1,0,0,10.0,989.0,33.0,3,999.0,0
4.84,35.4,4.91,60.8,4,1,4,5.0,2595.6,2.6,1,22.6,1
0.12,7.07,11.82,45.4,5,0,0,46.0,158.6,5.9,1,999.0,1
1.13,31.27,20.8,55.5,2,0,0,42.7,217.7,5.3,3,999.0,0
1.18,12.71,17.35,66.0,2,3,2,5.0,2168.4,27.7,4,37.9,1
5.01,19.72,10.53,85.2,1,0,0,50.1,638.7,4.5,3,999.0,0
0.09,29.44,18.48,69.6,3,0,0,50.8,298.9,19.9,1,999.0,0
0.49,35.86,10.48,52.6,2,0,0,30.5,731.0,19.0,3,999.0,1
7.24,50.64,2.37,81.5,2,0,0,39.0,1193.9,13.2,3,999.0,0
0.89,6.04,13.18,87.9,2,1,3,26.3,1939.9,33.3,2,33.2,1
4.76,24.15,17.72,29.0,3,0,0,20.2,1679.6,8.1,3,999.0,0
1.22,32.1,24.75,59.9,2,0,0,28.8,732.2,14.7,4,999.0,0
0.47,38.16,5.68,41.3,2,0,0,32.4,1383.0,29.9,4,999.0,1
1.25,9.56,3.49,23.5,3,1,2,5.0,2419.2,3.1,3,40.4,1
5.76,40.69,14.7,70.1,3,2,1,10.6,2146.8,26.2,0,27.0,1
8.71,99.62,11.37,84.7,4,1,3,5.0,941.8,31.4,4,37.2,1
7.98,39.47,10.71,32.2,1,1,2,5.0,2556.5,35.6,0,24.8,1
2.28,24.5,18.64,80.9,3,0,0,44.4,1886.1,33.5,2,999.0,0
4.96,73.68,14.66,84.0,3,0,0,41.8,303.0,13.5,1,999.0,0
1.03,8.22,12.06,88.6,1,0,0,60.1,236.1,23.1,0,999.0,0
1.56,24.87,6.23,39.9,3,0,0,27.4,562.6,4.8,3,999.0,0
10.2,64.12,13.93,87.8,2,0,0,46.3,1933.2,11.3,2,999.0,1
0.06,7.47,3.36,44.0,4,1,3,13.6,600.2,5.4,2,44.4,0
0.4,26.43,10.46,61.4,1,1,2,17.1,1403.1,13.3,0,44.1,0
1.05,16.47,8.47,23.8,3,3,2,5.0,378.5,33.5,1,44.8,1
0.12,88.76,2.26,23.3,2,0,0,5.0,2406.2,14.5,5,999.0,1
0.9,15.7,11.39,74.0,5,1,1,32.0,992.7,22.2,0,43.4,0
3.94,31.32,5.69,53.3,2,2,2,5.0,2374.9,17.6,3,18.1,1
2.46,20.88,11.21,39.2,5,1,1,18.1,2464.9,18.5,4,1.7,0
10.04,52.51,4.16,34.3,4,0,0,12.0,165.0,36.9,1,999.0,0
7.65,62.75,14.75,70.2,2,0,0,25.3,1287.1,12.7,1,999.0,1
1.88,15.24,22.77,20.0,4,0,0,25.3,210.4,24.6,3,999.0,0
1.35,12.85,3.37,80.4,5,0,0,49.9,2376.3,17.1,1,999.0,0
2.15,26.38,4.16,25.9,2,1,1,5.0,1420.1,4.2,3,3.9,0
4.02,34.11,2.89,34.4,2,0,0,16.4,333.6,19.6,0,999.0,0
1.4,21.67,7.47,49.0,3,0,0,35.6,420.2,31.3,1,999.0,1
4.4,35.77,11.1,56.4,2,1,4,5.0,1089.6,5.6,2,38.7,1
2.37,17.83,13.4,46.6,1,2,1,8.9,2453.6,4.5,3,26.8,0
3.61,26.35,10.33,44.1,2,0,0,32.3,1847.6,7.5,3,999.0,1
2.58,25.95,13.14,92.3,2,1,2,29.1,2275.7,29.5,2,31.1,1
1.57,18.09,8.26,68.1,2,0,0,51.1,1047.8,28.1,0,999.0,0
13.34,81.16,5.64,21.8,2,0,0,5.0,255.9,22.3,3,999.0,1
6.49,46.66,4.24,52.3,4,0,0,32.2,2537.1,18.9,3,999.0,1
0.68,27.26,7.66,85.6,3,1,2,18.0,192.1,34.0,3,26.1,1
9.13,75.99,4.33,42.6,1,3,3,5.0,2471.7,29.6,3,22.0,1
3.01,17.65,10.88,27.1,3,0,0,20.8,1053.3,31.2,1,999.0,0
10.12,101.14,4.38,76.9,3,1,1,10.2,174.7,31.3,2,29.2,1
7.24,49.98,6.1,65.5,5,0,0,34.1,1838.4,25.1,3,999.0,0
2.49,42.58,16.66,62.8,1,1,3,5.4,2552.3,18.5,2,35.5,1
0.1,21.55,17.64,24.0,2,0,0,18.8,2515.8,33.1,4,999.0,0
1.41,33.06,17.3,30.5,4,0,0,22.3,544.3,35.3,2,999.0,0
3.51,24.39,8.36,66.7,4,2,3,5.0,594.1,2.9,0,9.4,0
4.52,35.73,5.81,35.6,3,1,1,9.2,1535.6,3.9,6,26.5,1
1.34,23.58,11.96,57.8,3,0,0,34.0,1711.4,36.5,4,999.0,0
0.68,17.11,4.46,60.9,1,0,0,48.9,1961.6,12.0,5,999.0,0
8.11,45.17,13.81,41.3,3,0,0,16.6,593.6,33.4,5,999.0,1
18.72,111.36,5.43,91.1,2,0,0,23.6,2499.6,16.0,5,999.0,1
3.36,22.17,7.44,83.2,2,2,2,23.2,1714.9,6.3,5,3.9,1
0.85,38.76,14.01,74.2,4,3,4,5.0,2225.3,4.9,2,18.2,1
1.43,31.45,1.76,25.8,1,0,0,15.6,1473.2,7.6,3,999.0,0
0.08,36.11,5.6,28.0,2,0,0,22.8,1165.0,11.0,1,999.0,0
11.06,94.93,11.03,57.0,4,2,3,5.0,2544.1,19.6,5,33.3,1
0.56,15.86,12.58,32.1,2,0,0,25.5,1576.2,27.3,8,999.0,0
3.87,44.12,11.32,93.4,5,1,3,13.3,2273.8,37.5,0,14.9,1
1.44,43.22,7.38,31.9,5,0,0,35.2,2485.6,17.9,2,999.0,1
3.64,33.71,14.89,56.6,3,1,1,16.1,1804.6,20.7,0,3.1,1
4.74,46.08,4.13,47.3,2,1,2,5.0,1494.9,20.8,0,38.4,1
7.97,38.98,3.99,68.0,2,2,2,10.4,158.6,21.4,3,33.0,1
1.04,15.21,10.96,29.7,2,2,1,5.0,248.0,20.6,2,31.6,0
0.05,19.26,3.77,52.3,2,0,0,33.9,642.1,2.3,3,999.0,0
0.66,8.25,23.24,40.6,2,1,2,7.1,605.7,2.1,2,17.4,0
10.36,53.02,5.72,86.6,5,2,3,5.0,774.2,5.5,2,43.1,0
9.32,56.63,14.72,23.0,2,0,0,12.1,897.1,5.7,1,999.0,1
4.09,33.38,3.26,88.5,3,0,0,40.2,1032.2,27.4,4,999.0,1
4.13,22.94,20.34,82.5,1,0,0,59.2,1180.3,9.4,1,999.0,0
4.92,27.34,8.75,42.3,3,0,0,28.7,392.2,34.2,1,999.0,0
0.87,41.46,5.61,79.2,4,0,0,50.7,253.8,35.4,2,999.0,1
11.06,89.48,7.02,22.3,2,1,2,5.0,1801.2,37.1,0,15.2,1
2.44,11.68,4.96,92.5,2,0,0,53.1,1466.5,35.8,2,999.0,0
2.17,10.33,7.43,59.5,3,2,3,6.8,1238.2,11.8,3,32.0,0
3.29,30.08,3.42,42.7,3,0,0,27.0,1704.4,20.4,1,999.0,0
0.22,8.26,5.74,47.2,3,0,0,29.4,2177.8,8.3,0,999.0,0
0.82,30.17,14.54,25.0,2,0,0,20.1,1197.8,31.0,5,999.0,0
6.03,56.81,9.96,94.2,2,0,0,47.3,1720.7,34.0,5,999.0,1
0.39,26.3,4.07,22.9,5,0,0,20.1,2486.3,32.6,3,999.0,0
4.16,30.15,7.6,69.1,4,0,0,40.5,2207.1,17.6,1,999.0,0
1.27,23.71,17.76,53.2,2,0,0,42.5,1193.7,29.3,3,999.0,1
2.22,20.59,6.23,91.2,4,1,3,25.4,1729.6,5.5,0,40.6,1
1.53,50.18,3.74,38.4,2,1,2,5.0,583.8,3.4,2,24.8,1
1.98,30.79,12.29,59.9,2,0,0,41.2,1523.3,29.1,3,999.0,1
5.71,41.14,1.14,56.2,2,1,3,5.0,2554.3,17.3,3,39.8,0
1.59,10.47,7.13,72.7,2,1,1,19.0,1419.9,37.8,1,20.3,1
3.76,27.17,18.71,25.1,3,0,0,25.3,2422.7,5.5,1,999.0,0
2.91,31.25,7.46,34.5,1,3,3,5.0,1148.0,32.8,6,19.0,0
4.9,35.24,15.44,36.1,2,2,1,5.0,2597.2,19.3,3,20.5,1
12.43,55.18,3.7,75.4,3,0,0,41.8,1569.1,31.8,0,999.0,1
5.94,27.61,7.26,34.2,3,0,0,23.7,253.6,31.4,2,999.0,0
1.09,24.2,6.79,63.0,3,0,0,42.8,1587.5,35.0,3,999.0,0
0.14,25.9,11.88,36.1,4,0,0,20.7,822.7,12.7,2,999.0,0
1.37,32.41,9.07,84.6,1,1,1,32.4,229.6,36.2,2,44.8,1
